script	school	kind	fields_json	levels_json	calls	attrs
唐门\唐门_幽影应神_额外范围孔雀翎.lua	唐门	plain	{"nCostEnergy": "20", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "8 * LENGTH_BASE"}	[{"nDamageBase": "100", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetCheckCoolDown(1, 444);SetCheckCoolDown(2, 974)	CAST_SKILL_TARGET_DST;EXECUTE_SCRIPT
唐门\唐门_幽影应神_额外范围雷震子.lua	唐门	plain	{"nCostEnergy": "20", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "8 * LENGTH_BASE"}	[{"nDamageBase": "100", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetCheckCoolDown(1, 444);SetCheckCoolDown(2, 974)	CAST_SKILL_TARGET_DST;EXECUTE_SCRIPT
唐门\唐门_弓弩_穿心弩.lua	唐门	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown;ModifyCoolDown	nPrepareFrames;nMinPrepareFrames;nChannelInterval;nCostMana;nCostEnergy;nCostSprintPower;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_暗器_化血镖.lua	唐门	plain	{"nCostEnergy": "20", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "28 * 0.95", "nDamageRand": "28 * 0.1", "nCostMana": "147"}, {"nDamageBase": "42 * 0.95", "nDamageRand": "42 * 0.1", "nCostMana": "220"}, {"nDamageBase": "56 * 0.95", "nDamageRand": "56 * 0.1", "nCostMana": "327"}, {"nDamageBase": "70 * 0.95", "nDamageRand": "70 * 0.1", "nCostMana": "409"}, {"nDamageBase": "84 * 0.95", "nDamageRand": "84 * 0.1", "nCostMana": "490"}, {"nDamageBase": "98 * 0.95", "nDamageRand": "98 * 0.1", "nCostMana": "572"}, {"nDamageBase": "112* 0.95", "nDamageRand": "112* 0.1", "nCostMana": "654"}, {"nDamageBase": "171 * 0.95", "nDamageRand": "171 * 0.1", "nCostMana": "731"}, {"nDamageBase": "228 * 0.95", "nDamageRand": "228 * 0.1", "nCostMana": "147"}, {"nDamageBase": "242 * 0.95", "nDamageRand": "242 * 0.1", "nCostMana": "220"}, {"nDamageBase": "256 * 0.95", "nDamageRand": "256 * 0.1", "nCostMana": "327"}, {"nDamageBase": "270 * 0.95", "nDamageRand": "270 * 0.1", "nCostMana": "409"}, {"nDamageBase": "284 * 0.95", "nDamageRand": "284 * 0.1", "nCostMana": "490"}, {"nDamageBase": "298 * 0.95", "nDamageRand": "298 * 0.1", "nCostMana": "572"}, {"nDamageBase": "312* 0.95", "nDamageRand": "312* 0.1", "nCostMana": "654"}, {"nDamageBase": "371 * 0.95", "nDamageRand": "371 * 0.1", "nCostMana": "731"}, {"nDamageBase": "428 * 0.95", "nDamageRand": "428 * 0.1", "nCostMana": "147"}, {"nDamageBase": "442 * 0.95", "nDamageRand": "442 * 0.1", "nCostMana": "220"}, {"nDamageBase": "456 * 0.95", "nDamageRand": "456 * 0.1", "nCostMana": "327"}]	SetPublicCoolDown(16);SetCheckCoolDown(1, 444);SetCheckCoolDown(2, 974)	CAST_SKILL_TARGET_DST
唐门\唐门_暗器_孔雀翎.lua	唐门	plain	{"nCostEnergy": "10", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "100", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 462);SetCheckCoolDown(1, 444);SetCheckCoolDown(2, 974)	CAST_SKILL_TARGET_DST;EXECUTE_SCRIPT_WITH_PARAM
唐门\唐门_暗器_毒蒺藜.lua	唐门	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown;ModifyCoolDown	nCostMana;nCostEnergy;nCostSprintPower;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_暗器_雷震子.lua	唐门	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nCostMana;nCostEnergy;nCostSprintPower;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_机关_飞星发动天绝地灭.lua	唐门	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
唐门\唐门_神机车_下车.lua	唐门	bytecode	{}	[]		nCostMana
唐门\唐门_诡道_三段跳.lua	唐门	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nCostMana;nCostSprintPower;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_诡道_惊鸿游龙.lua	唐门	plain	{"nCostSprintPower": "20 * CONSUME_BASE", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 470);SetCheckCoolDown(1, 444);SetCheckCoolDown(2, 974)	EXECUTE_SCRIPT
唐门\唐门_诡道_浮光掠影.lua	唐门	bytecode	{}	[]	SetNormalCoolDown;SetCheckCoolDown;ModifyCoolDown	nCostMana;nCostSprintPower;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_诡道_鸟翔碧空腾空二段.lua	唐门	bytecode	{}	[]		nCostMana;nMinRadius;nMaxRadius;nAngleRange
唐门\唐门_诡道_鸟翔碧空降落三段.lua	唐门	bytecode	{}	[]	ClearCDTime	nCostMana;nWeaponDamagePercent;nMinRadius;nMaxRadius;nAreaRadius;nAngleRange
唐门\唐门惊羽_注能判断.lua	唐门	bytecode	{}	[]	ModifyCoolDown	nCostMana
唐门\孔雀翎_内功.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "130"}	[{"nDamageBase": "366 * 0.95", "nDamageRand": "366 * 0.1", "nCostMana": "0"}, {"nDamageBase": "48 * 0.95", "nDamageRand": "48 * 0.1", "nCostMana": "0"}, {"nDamageBase": "82 * 0.95", "nDamageRand": "82 * 0.1", "nCostMana": "0"}, {"nDamageBase": "117 * 0.95", "nDamageRand": "117 * 0.1", "nCostMana": "0"}, {"nDamageBase": "170 * 0.95", "nDamageRand": "170 * 0.1", "nCostMana": "0"}, {"nDamageBase": "223 * 0.95", "nDamageRand": "223 * 0.1", "nCostMana": "0"}, {"nDamageBase": "307 * 0.95", "nDamageRand": "307 * 0.1", "nCostMana": "0"}, {"nDamageBase": "366 * 0.95", "nDamageRand": "366 * 0.1", "nCostMana": "0"}]		CALL_POISON_DAMAGE;SKILL_POISON_DAMAGE;SKILL_POISON_DAMAGE_RAND
唐门\孔雀翎_内功_子技能.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "40"}	[{"nDamageBase": "35 * 0.95", "nDamageRand": "35 * 0.1", "nCostMana": "0"}, {"nDamageBase": "48 * 0.95", "nDamageRand": "48 * 0.1", "nCostMana": "0"}, {"nDamageBase": "82 * 0.95", "nDamageRand": "82 * 0.1", "nCostMana": "0"}, {"nDamageBase": "117 * 0.95", "nDamageRand": "117 * 0.1", "nCostMana": "0"}, {"nDamageBase": "170 * 0.95", "nDamageRand": "170 * 0.1", "nCostMana": "0"}, {"nDamageBase": "223 * 0.95", "nDamageRand": "223 * 0.1", "nCostMana": "0"}, {"nDamageBase": "307 * 0.95", "nDamageRand": "307 * 0.1", "nCostMana": "0"}, {"nDamageBase": "366 * 0.95", "nDamageRand": "366 * 0.1", "nCostMana": "0"}]		CALL_POISON_DAMAGE;SKILL_POISON_DAMAGE;SKILL_POISON_DAMAGE_RAND
唐门\孔雀翎_外功.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "40 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "130"}	[{"nDamageBase": "310 * 0.95", "nDamageRand": "310 * 0.1", "nCostMana": "0"}, {"nDamageBase": "41 * 0.95", "nDamageRand": "41 * 0.1", "nCostMana": "0"}, {"nDamageBase": "69 * 0.95", "nDamageRand": "69 * 0.1", "nCostMana": "0"}, {"nDamageBase": "99 * 0.95", "nDamageRand": "99 * 0.1", "nCostMana": "0"}, {"nDamageBase": "144 * 0.95", "nDamageRand": "144 * 0.1", "nCostMana": "0"}, {"nDamageBase": "189 * 0.95", "nDamageRand": "189 * 0.1", "nCostMana": "0"}, {"nDamageBase": "260 * 0.95", "nDamageRand": "260 * 0.1", "nCostMana": "0"}, {"nDamageBase": "310 * 0.95", "nDamageRand": "310 * 0.1", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;EXECUTE_SCRIPT_WITH_PARAM;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\孔雀翎_外功_子技能.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "40"}	[{"nDamageBase": "30 * 0.95", "nDamageRand": "30 * 0.1", "nCostMana": "0"}, {"nDamageBase": "41 * 0.95", "nDamageRand": "41 * 0.1", "nCostMana": "0"}, {"nDamageBase": "69 * 0.95", "nDamageRand": "69 * 0.1", "nCostMana": "0"}, {"nDamageBase": "99 * 0.95", "nDamageRand": "99 * 0.1", "nCostMana": "0"}, {"nDamageBase": "144 * 0.95", "nDamageRand": "144 * 0.1", "nCostMana": "0"}, {"nDamageBase": "189 * 0.95", "nDamageRand": "189 * 0.1", "nCostMana": "0"}, {"nDamageBase": "260 * 0.95", "nDamageRand": "260 * 0.1", "nCostMana": "0"}, {"nDamageBase": "310 * 0.95", "nDamageRand": "310 * 0.1", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\连环弩_子技能_1级.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "130", "nWeaponDamagePercent": "1024"}	[{"nDamageBase": "100", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_BUFF;CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\连环弩_子技能_2级.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "168", "nWeaponDamagePercent": "1024"}	[{"nDamageBase": "187", "nDamageRand": "187", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_BUFF;CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\连环弩_子技能_3级.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "210", "nWeaponDamagePercent": "1024"}	[{"nDamageBase": "364", "nDamageRand": "364", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\连环弩_子技能_击退.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "15 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "100", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_KNOCKED_BACK_SRC_FACE
唐门\追命箭群攻实际伤害_外功.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "237", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "344", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "450", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "557", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "664", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "771", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "878", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "984", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1091", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1198", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1305", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1411", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1518", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;EXECUTE_SCRIPT;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\追命额外伤害5-10.lua	唐门	plain	{"nMinRadius": "5 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "100 * 1.1 * 1.1 * 1.05 * 0.95 * 1.15"}	[{"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "237", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "344", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "450", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "557", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "664", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "771", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "878", "nDamageRand": "5", "nCostMana": "0"}, {"nDamageBase": "984", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1091", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1198", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1305", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1411", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1518", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}, {"nDamageBase": "1625", "nDamageRand": "10", "nCostMana": "0"}]		CALL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
唐门\鸟翔落地冲刺过程.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "60 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "1 * LENGTH_BASE", "nWeaponDamagePercent": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		DASH_TO_POINT
唐门\90级奇穴\会心刷新化血镖事件.lua	唐门	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		SKILL_EVENT_HANDLER
唐门\90级奇穴\唐门_90奇穴_夺魄箭刷新穿心弩.lua	唐门	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "80"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
